code,name,market,category,riskLevel,personality,profit1,profit1_reason,profit1_source,profit2,profit2_reason,profit2_source,profit3,profit3_reason,profit3_source,key1,key1_reason,key1_source,key2,key2_reason,key2_source,key3,key3_reason,key3_source,risk1,risk1_reason,risk1_source,risk2,risk2_reason,risk2_source,risk3,risk3_reason,risk3_source,reminder
2537,聯上發,上市建材營造,I025010,,都更與重劃,住宅建案(雙北/桃園),,,都更案,,,土地開發,,,雙北推案進度,,,預售銷售率,,,營建成本,,,都更整合困難,,,房市政策,,,庫存去化,,,聯上集團成員，專攻雙北與桃園的住宅市場。
2536,宏普,上市建材營造,I025010,,商辦與住宅,住宅建案(雙北),,,商辦(內湖/大直),,,飯店寓所,,,商辦出租/銷售,,,建案完工入帳,,,資產價值,,,商辦供給過剩,,,房市景氣,,,土地取得成本,,,推案集中在台北市精華區與重劃區，商辦與住宅並重。
2535,達欣工,上市建材營造,,,台積電建廠夥伴,高科技廠房,,,公共工程,,,商辦/住宅營造,,,台積電擴廠進度,,,在手訂單金額,,,高殖利率,,,半導體資本支出縮減,,,原物料上漲,,,缺工,,,國內頂尖營造廠，台積電建廠的主要合作夥伴，獲利與配息穩定。
2534,宏盛,上市建材營造,I025010,,帝寶建商,豪宅銷售,,,商辦建案,,,淡海新市鎮開發,,,豪宅去化速度,,,淡水建案銷售,,,餘屋庫存,,,豪宅稅影響,,,淡水供給過大,,,資產流動性,,,以「帝寶」聞名，近年重心在淡海新市鎮，需關注大坪數產品的去化速度。
2530,華建,上市建材營造,I025010,,寶佳入主轉機,住宅建案,,,都更,,,土地開發,,,寶佳入主後推案量,,,都更案進度,,,每股獲利,,,推案暴增後的銷售率,,,營建成本,,,財務結構,,,寶佳集團入主後，推案風格轉為積極，營收與獲利有爆發潛力。
2528,皇普,上市建材營造,I025010,,寶佳新血,住宅建案(全台),,,首購宅,,,土地開發,,,全台推案量,,,預售屋銷售,,,寶佳資源整合,,,推案擴張過快風險,,,打房影響首購,,,房市反轉,,,寶佳集團成員，從老牌建商轉型為全台推案的積極型建商。
2527,宏璟,上市建材營造,I025010,,日月光御用建商,住宅建案(土城),,,廠辦(高雄),,,商辦,,,日月光擴廠訂單,,,土城建案銷售,,,完工入帳,,,房市景氣,,,單一集團依賴,,,土城房價波動,,,日月光集團成員，主要承接集團廠辦與土城重劃區的住宅案。
2524,京城,上市建材營造,I025010,,高雄土地公,豪宅(高雄農16/美術館),,,商辦,,,土地資產,,,高雄豪宅買氣,,,台積電高雄廠效應,,,土地價值重估,,,高雄房市波動,,,豪宅去化慢,,,囤房稅,,,高雄大地主，土地庫存驚人，主攻高總價豪宅，受惠台積電高雄設廠題材。
2520,冠德,上市建材營造,I025010,,捷運聯開王,捷運共構宅,,,豪宅,,,環球購物中心,,,捷運聯開案量,,,購物中心營收,,,豪宅去化,,,豪宅稅影響,,,百貨景氣,,,升息壓力,,,擅長捷運聯開案(與根基合作)，並擁有環球購物中心的穩定現金流。
2516,新建,上市建材營造,,,老牌營造,公共工程,,,土木建築,,,機電工程,,,公共工程標案,,,工程毛利,,,在手訂單,,,低價搶標後遺症,,,原料成本,,,工程延宕,,,新光集團背景的老牌營造廠，主要承攬公共工程。
2515,中工,上市建材營造,,,工業區開發王,土城AI智慧園區,,,公共工程,,,都更,,,工業區租售收入,,,公共工程毛利,,,延壽國宅都更,,,工業區開發資金積壓,,,工程利潤微薄,,,政策變動,,,威京集團成員，重點在於「土城AI智慧園區」的銷售與租賃收益，以及大型都更案。
2511,太子,上市建材營造,I025010,,統一集團建商,住宅建案(全台),,,商用不動產,,,學生宿舍(BOT),,,全台推案銷售,,,轉投資(W Hotel)損益,,,統一集團資源,,,房市景氣,,,飯店營運波動,,,升息壓力,,,統一集團成員，推案穩健，擁有學生宿舍BOT與飯店等固定收益資產。
2509,全坤建,上市建材營造,I025010,,都更專家,住宅建案(雙北),,,都更/危老,,,美國西雅圖開發,,,都更案進度,,,美國建案銷售,,,完工入帳,,,都更整合變數多,,,美國房市風險,,,入帳空窗期,,,專攻雙北都更案，並跨足美國西雅圖房地產開發。
2506,太設,上市建材營造,I025010,,百貨轉型,住宅建案,,,太平洋百貨,,,綠能/休閒,,,百貨營收,,,建案完工,,,新事業成效,,,百貨競爭激烈,,,推案量少,,,轉型緩慢,,,從百貨零售轉型為建設與綠能休閒事業，營運爆發力較弱。
2505,國揚,上市建材營造,I025010,,漢神百貨富爸,住宅建案,,,廠辦,,,漢來飯店/百貨(關聯),,,廠辦銷售狀況,,,高雄建案進度,,,集團資源整合,,,推案不連續,,,房市波動,,,財務結構,,,國揚集團旗艦，推案靈活(住宅/廠辦)，與漢神百貨、漢來飯店有集團綜效。
2504,國產,上市建材營造,I099030,,預拌混凝土王,預拌混凝土,,,南港資產開發,,,建材,,,科技廠建廠需求,,,混凝土發貨量,,,南港廠開發進度,,,水泥/砂石價格,,,房市/建廠放緩,,,資產開發延宕,,,受惠科技廠建廠對高端混凝土的需求，南港龐大的土地資產開發是長線大補丸。
2501,國建,上市建材營造,I025010,,國泰金字招牌,住宅建案(全台),,,健康管理,,,飯店(和逸/慕軒),,,國泰品牌溢價,,,全台推案量,,,轉投資收益,,,房市打房,,,營建成本,,,保守經營(成長慢),,,台灣最老牌、信譽最好的建商，國泰集團成員，品質保證，推案穩健。
2442,新美齊,上市建材營造,I025010,,科技轉營建,住宅建案(雙北),,,車用電子(舊業),,,資產開發,,,建案完工入帳,,,土地庫存,,,轉型成效,,,推案規模較小,,,入帳波動大,,,房市景氣,,,大同集團第四代經營，從科技業成功轉型為精緻型建商。
1808,潤隆,上市建材營造,,,興富發小鋼炮,住宅建案(基隆/台中/台南),,,首購宅,,,商辦,,,年度完工案量,,,預售屋銷售率,,,高現金殖利率,,,推案過快(品質風險),,,打房影響首購,,,財務槓桿,,,興富發集團成員，推案比母公司更靈活，專攻高周轉的首購市場，配息大方。
1805,寶徠,上市建材營造,,,豪宅品牌,豪宅建案,,,都更,,,土地開發,,,建案銷售率,,,豪宅去化,,,合作開發案,,,豪宅市場急凍,,,推案量少,,,營運波動大,,,主攻高端豪宅，受豪宅稅與信用管制影響大，近年改採合作開發模式。
1472,三洋實業,上市建材營造,,,紡織轉營建,住宅建案,,,紡織品(已少),,,其他,,,建案入帳,,,新業務營收,,,轉型成效,,,本業沒落,,,建案不連續,,,全額交割風險,,,原為紡織廠，現轉型營建，但營運規模與穩定度仍待觀察。
1456,怡華,上市建材營造,,,紡織轉營建,住宅建案,,,紡織品,,,租賃,,,建案銷售,,,資產活化,,,紡織虧損縮減,,,推案量少,,,本業競爭力弱,,,流動性風險,,,原名怡華紡織，轉型營建後推案量不大，主要靠資產題材。
1453,大將,上市建材營造,,,紡織轉營建,住宅建案,,,營建工程,,,紡織(退出),,,建案完工入帳,,,土地開發,,,營運現金流,,,推案空窗期,,,房市景氣,,,規模過小,,,已完全轉型為建商，推案集中在雙北地區，規模較小。
1442,名軒,上市建材營造,,,麗寶集團好手,住宅建案(淡水/桃園),,,地上權住宅,,,商辦,,,淡水造鎮案銷售,,,軌道經濟建案,,,高殖利率,,,淡水庫存去化,,,地上權接受度,,,房市打房,,,麗寶集團唯一的上市公司，推案量大，淡水大型造鎮案是獲利關鍵。
1439,雋揚,上市建材營造,,,營建新兵,住宅建案,,,都更,,,其他,,,新案開發進度,,,營收來源,,,轉型計畫,,,知名度不足,,,案源不穩,,,流動性風險,,,原名中和羊毛，易主後轉型營建開發，目前處於業務調整期。
1438,三地開發,上市建材營造,,,南部土地公,住宅建案(高雄/台南),,,資產活化,,,客運轉運站開發,,,南部推案量,,,資產重估價值,,,三地集團資源,,,南部房市波動,,,開發進度延宕,,,財務槓桿,,,三地集團成員，擁有龐大的客運站與土地資產，主要在南部推案。
1436,華友聯,上市建材營造,,,台南重劃王,住宅建案(台南/高雄),,,重劃區開發,,,休閒產業,,,台南重劃區漲幅,,,預售屋銷售,,,土地成本低,,,南部房市過熱修正,,,政策打房,,,推案集中南部,,,深耕台南與高雄重劃區，土地取得成本低，獲利能力強。
1316,上曜,上市建材營造,,,豪宅與光電,豪宅建案(台南),,,PU樹脂(本業),,,光電/營造,,,台南豪宅銷售,,,建案完工,,,轉投資(永捷/信立)表現,,,豪宅去化極慢,,,高財務槓桿,,,轉投資波動,,,台南豪宅建商，本業是PU樹脂，推案以高單價豪宅為主，銷售期較長。
TSE26,航運業,上市航運,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8367,建新國際,上市航運,I026040,,港口裝卸與散雜貨物流服務商,港埠裝卸收入,,,倉儲與物流服務,,,長約客戶穩定貢獻,,,散雜貨吞吐量,,,營業利益率,,,固定資產利用率,,,港口貨量下滑,,,區域競爭加劇,,,大型客戶流失,,,屬量體穩定型公司，重點在貨量是否持續成長
6757,台灣虎航-創,上市航運,,,唯一台籍廉航，專攻日韓,客運票務,,,行李選位加價,,,機上餐飲,,,日韓旅遊熱度,,,飛機周轉率,,,油價,,,機場罷工,,,消費力下降,,,競爭者跟進,,,波動性大，適合觀察國人出國熱潮操作
6753,龍德造船,上市航運,J001450,,國艦國造的高速艇專家,軍警艦艇,,,無人船,,,公務船維修,,,政府採購預算,,,標案得標率,,,原料價,,,單一客戶風險,,,交船時程延誤,,,缺工,,,受益於不對稱作戰趨勢，成長潛力較高
5608,四維航,上市航運,,,中小型散裝航運彈性操作股,散裝船租金收入,,,短期現貨市場運價,,,船隊買賣資本利得,,,BDI指數走勢,,,平均日租金,,,負債比率,,,運價急跌,,,高槓桿風險,,,船舶供給過剩,,,高度循環股，關鍵在運價轉折而非獲利高峰
5607,遠雄港,上市航運,I026040|I099030,,航空貨運界的包租公,倉儲租金,,,物流加值服務,,,規費,,,桃園航空城進度,,,進出口貨量,,,租金率,,,土地開發受阻,,,空運量大跌,,,借貸利率,,,具地產性質的物流股，獲利相對穩健
2645,長榮航太,上市航運,,,全球領先的飛機醫美中心,飛機維修(MRO),,,發動機零件製造,,,0,,,航機維修時數,,,零組件毛利,,,匯率,,,缺工問題,,,材料供應鏈斷裂,,,競爭加劇,,,進入門檻極高，穩定獲利且毛利優於航空
2642,宅配通,上市航運,,,電商最後一哩路執行者,宅配服務,,,機場行李,,,倉儲管理,,,電商購物旺季,,,人工成本,,,油價,,,市場競爭白熱化,,,自動化進度慢,,,缺工,,,獲利受人力成本侵蝕大，關注自動化轉型
2637,慧洋-KY,上市航運,,,散裝船隊最年輕的領航者,船隻租賃,,,節能船溢價,,,處分舊船,,,BDI指數,,,中國房產景氣,,,環保法規,,,租家違約,,,大宗物資崩盤,,,利率波動,,,散裝龍頭，對全球基礎建設景氣最敏感
2636,台驊投控,上市航運,,,航運界的聯強，輕資產整合,貨運承攬,,,倉儲配送,,,股利收益,,,全球運價,,,承攬量,,,轉投資獲利,,,運價暴跌,,,呆帳風險,,,投資部位虧損,,,輕資產模式，靈活度高但受運價波動影響
2634,漢翔,上市航運,,,國防民航雙棲的航太龍頭,國艦國造,,,民航零組件,,,發動機維修,,,國防預算,,,民航飛行時數,,,原料成本,,,標案延宕,,,技術外洩,,,軍工訂單斷層,,,具防禦性，是軍工題材與長線穩健首選
2633,台灣高鐵,上市航運,,,獨佔性最強的陸運大動脈,車票收入,,,廣告租賃,,,站區開發,,,乘載率,,,平均票價,,,維護折舊成本,,,公安事故,,,折舊政策改變,,,少子化,,,類公債屬性，適合存股族穩定領息
2630,亞航,上市航運,,,航太維修與軍工訂單導向公司,軍機維修合約,,,民航機維修收入,,,政府標案訂單,,,在手訂單金額,,,毛利率,,,營收成長率,,,標案延遲,,,政府預算變動,,,單一客戶依賴,,,訂單能見度比短期財報更重要
2618,長榮航,上市航運,,,服務優異的精品航空,高收益客運,,,電商空運,,,機上免稅,,,客座率,,,航空燃油價,,,台幣匯率,,,地緣衝突,,,罷工風險,,,新機交機延遲,,,商務與高端旅遊市場回溫的首選指標
2617,台航,上市航運,,,穩健型散裝航運國營色彩公司,中長期租約收入,,,現貨市場運價收益,,,合資船隊收益,,,BDI指數,,,平均船齡,,,現金水位,,,全球原物料需求下降,,,運價波動劇烈,,,船隊折舊壓力,,,屬景氣循環股，需低檔布局高檔減碼
2615,萬海,上市航運,,,亞洲近洋線之王,亞洲區間貨櫃,,,遠洋擴張,,,倉儲物流,,,東南亞貿易量,,,新船下水,,,區域運價,,,亞洲殺價競爭,,,油價管理,,,美東線虧損,,,對亞洲貿易最敏感，觀察區域經濟活絡度
2613,中櫃,上市航運,,,兩岸小三通貨櫃運輸商,區域貨櫃航線收入,,,港口相關服務費,,,航線調整帶來價差,,,兩岸貨量變化,,,運價水準,,,政策動向,,,兩岸政策風險,,,航線需求不穩,,,市場規模有限,,,政治與政策風險高於景氣因素
2612,中航,上市航運,,,大型散裝船隊營運商,長期租約收入,,,現貨運價收益,,,船舶資產增值,,,BDI與BCI指數,,,船隊規模,,,負債比率,,,運價崩跌,,,高資本支出,,,全球景氣衰退,,,本質為原物料景氣槓桿股
2611,志信,上市航運,,,港埠與航運周邊服務商,港口裝卸收入,,,物流服務,,,轉投資收益,,,貨量成長率,,,營業利益率,,,轉投資獲利,,,港口競爭,,,經濟衰退影響貨量,,,獲利來源分散度不足,,,屬穩定現金流型，成長性有限
2610,華航,上市航運,,,台灣空運貨運老大哥,電子產品貨運,,,國際客運,,,政府業務,,,出口運價,,,油價避險,,,兩岸關係,,,貨運需求萎縮,,,退休金負債,,,維修成本,,,貨運營收佔比高，電子產品出口是關鍵
2609,陽明,上市航運,I099030,80,公股航運股，跟著運價坐過山車但步調慢半拍,貨櫃海運運費收入,,,航運聯盟協同營運,,,政府政策支持與補貼,,,運價指數與同業比較,,,成本控制與船隊效率,,,公股股利政策走向,,,運價下跌獲利大縮水,,,公股經營效率不足,,,船隊老化汰換壓力,,,想買航運股又怕太貴的低價選擇，但一定要懂景氣循環
2608,嘉里大榮,上市航運,,,陸運物流與冷鏈先驅,常低溫配送,,,零擔貨運,,,保稅物流,,,基本薪資,,,宅配件數,,,燃油成本,,,人工成本暴漲,,,電商平台自建物流,,,0,,,內需型績優生，關注冷鏈與醫藥物流利基
2607,榮運,上市航運,I099030,,貨櫃物流與倉儲整合商,貨櫃運輸收入,,,倉儲與物流管理,,,母公司體系協同效益,,,貨櫃量,,,毛利率,,,現金流,,,全球貿易降溫,,,運價下滑,,,成本上升,,,受全球貿易循環影響較大
2606,裕民,上市航運,,,散裝老牌勁旅，船隊多元,鐵礦砂/煤炭承載,,,合約租金,,,代管,,,鐵礦砂需求,,,BDI指數,,,節能船比率,,,鋼鐵需求下降,,,老船淘汰壓力,,,燃油費,,,財務體質健全，適合長期追蹤原物料景氣
2605,新興,上市航運,,,散裝與油輪並行的老牌航商,礦砂承載,,,原油運輸,,,船舶出租,,,BDI指數,,,BDTI(原油指數),,,油價,,,油輪景氣波動,,,船隊老化,,,匯損風險,,,同時具備散裝與油輪題材，具分散風險效果
2603,長榮,上市航運,,75,景氣循環股代表，賺時賺翻、虧時見底,貨櫃海運運費收入,,,長約與即期運價混合,,,航線與船隊規模優勢,,,全球貨櫃運價指數,,,新船交付與供需平衡,,,現金流運用方式,,,運價崩跌獲利歸零,,,高運價時擴張過度,,,油價飆漲與地緣政治,,,不是存股標的，要在別人恐懼時布局、貪婪時離場
2208,台船,上市航運,,,國營造船與軍艦國造核心公司,軍艦建造訂單,,,商船維修與建造,,,政府專案補助,,,在手訂單金額,,,毛利率改善幅度,,,現金流狀況,,,專案延宕,,,成本超支,,,本業虧損風險,,,題材性強，但需確認專案獲利能力
TSE27,觀光餐旅,上市觀光餐旅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9943,好樂迪,上市觀光餐旅,I027010,,KTV娛樂通路龍頭，受觀光與內需景氣影響,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8940,新天地,上市觀光餐旅,J001090|I027011,,婚宴餐飲集團，受觀光與內需景氣影響,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5706,鳳凰,上市觀光餐旅,I027010,,旅遊團體行程業者，受觀光與內需景氣影響,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2753,八方雲集,上市觀光餐旅,I027011,,連鎖餐飲加盟龍頭，受觀光與內需景氣影響,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2748,雲品,上市觀光餐旅,J001170|I027012,,高端渡假飯店，受觀光與內需景氣影響,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,寒舍,上市觀光餐旅,J001170|I027012,,都會精品飯店，受觀光與內需景氣影響,,,,,,,,,,,,,,,,,,,,,,,,,,,,
